probeset Group
216950_s_at C4.Down
211742_s_at C4.Down
239336_at C4.Down
229349_at C4.Down
227084_at C5.Up
214927_at C4.Down
1554240_a_at C4.Down
216560_x_at C4.Down
229151_at C4.Down
1564467_at C5.Up
213765_at C4.Down
215028_at C4.Down
212587_s_at C4.Down
215704_at C4.Down
230664_at C5.Up
204774_at C4.Down
211339_s_at C4.Down
234366_x_at C4.Down
237328_at C4.Down
225660_at C5.Up
229327_s_at C4.Down
206070_s_at C4.Down
230418_s_at C4.Down
213920_at C4.Down
205741_s_at C5.Up
214511_x_at C4.Down
229404_at C4.Down
215121_x_at C4.Down
214651_s_at C4.Down
241682_at C5.Up
202388_at C4.Down
227202_at C4.Down
203915_at C4.Down
1562736_at C4.Down
1556069_s_at C5.Up
219874_at C4.Down
207238_s_at C4.Down
217179_x_at C4.Down
234314_at C4.Down
209220_at C5.Up
1555745_a_at C4.Down
226034_at C4.Down
205959_at C4.Down
205347_s_at C5.Up
225745_at C5.Up
241891_at C4.Down
211430_s_at C4.Down
219837_s_at C4.Down
205123_s_at C5.Up
225667_s_at C5.Up
211645_x_at C4.Down
205269_at C4.Down
211635_x_at C4.Down
208025_s_at C5.Up
213197_at C5.Up
228218_at C4.Down
216576_x_at C4.Down
203304_at C4.Down
1567224_at C5.Up
222164_at C5.Up
232113_at C4.Down
218730_s_at C4.Down
211633_x_at C4.Down
214761_at C5.Up
202965_s_at C5.Up
226884_at C4.Down
230422_at C4.Down
205347_s_at C4.Down
205122_at C5.Up
222640_at C5.Up
213888_s_at C4.Down
219230_at C4.Down
230022_at C4.Down
212850_s_at C5.Up
239010_at C5.Up
238447_at C4.Down
234764_x_at C4.Down
237625_s_at C4.Down
204913_s_at C5.Up
204612_at C5.Up
37512_at C4.Down
221796_at C4.Down
206134_at C4.Down
229349_at C5.Up
226234_at C5.Up
233364_s_at C4.Down
206432_at C4.Down
206893_at C4.Down
213492_at C5.Up
225958_at C5.Up
1559584_a_at C4.Down
231341_at C4.Down
214973_x_at C4.Down
226473_at C5.Up
208147_s_at C5.Up
205624_at C4.Down
1405_i_at C4.Down
217258_x_at C4.Down
227048_at C5.Up
211700_s_at C5.Up
225842_at C4.Down
213193_x_at C4.Down
217227_x_at C4.Down
206721_at C5.Up
211701_s_at C5.Up
230550_at C4.Down
203700_s_at C4.Down
216984_x_at C4.Down
218332_at C5.Up
209172_s_at C5.Up
214701_s_at C4.Down
212344_at C4.Down
211639_x_at C4.Down
204914_s_at C5.Up
222803_at C5.Up
230867_at C4.Down
220330_s_at C4.Down
229273_at C4.Down
204915_s_at C5.Up
228740_at C5.Up
219525_at C4.Down
207957_s_at C4.Down
238581_at C4.Down
228906_at C5.Up
223575_at C5.Up
237290_at C4.Down
229937_x_at C4.Down
1562275_at C4.Down
239752_at C5.Up
242127_at C5.Up
239296_at C4.Down
225016_at C4.Down
217235_x_at C4.Down
228915_at C5.Up
223038_s_at C5.Up
205758_at C4.Down
210004_at C4.Down
204271_s_at C4.Down
220393_at C5.Up
219837_s_at C5.Up
201148_s_at C4.Down
216491_x_at C4.Down
206641_at C4.Down
204724_s_at C5.Up
224521_s_at C5.Up
231879_at C4.Down
222838_at C4.Down
214023_x_at C4.Down
1555112_a_at C5.Up
205177_at C5.Up
215176_x_at C4.Down
204940_at C4.Down
204915_s_at C4.Down
236523_at C5.Up
239537_at C5.Up
216920_s_at C4.Down
207651_at C4.Down
205523_at C4.Down
226346_at C5.Up
205549_at C5.Up
227209_at C4.Down
201939_at C4.Down
217148_x_at C4.Down
205471_s_at C5.Up
233398_at C5.Up
219463_at C4.Down
213844_at C4.Down
204913_s_at C4.Down
221016_s_at C5.Up
207781_s_at C5.Up
1566551_at C4.Down
207175_at C4.Down
204580_at C4.Down
228407_at C5.Up
218824_at C5.Up
210915_x_at C4.Down
220356_at C4.Down
204475_at C4.Down
227512_at C5.Up
238877_at C5.Up
209606_at C4.Down
205242_at C4.Down
224342_x_at C4.Down
226548_at C5.Up
211535_s_at C5.Up
1554018_at C4.Down
228933_at C4.Down
224209_s_at C4.Down
213992_at C5.Up
204811_s_at C5.Up
215077_at C4.Down
206201_s_at C4.Down
211641_x_at C4.Down
229273_at C5.Up
225482_at C5.Up
208335_s_at C4.Down
217157_x_at C4.Down
230193_at C4.Down
214023_x_at C5.Up
229178_at C5.Up
208161_s_at C4.Down
205472_s_at C4.Down
216853_x_at C4.Down
1567101_at C5.Up
206373_at C5.Up
206214_at C4.Down
212670_at C4.Down
203649_s_at C4.Down
237810_at C5.Up
218380_at C5.Up
231332_at C5.Up
242481_at C5.Up
242206_at C5.Up
212843_at C5.Up
217339_x_at C5.Up
243161_x_at C5.Up
227524_at C5.Up
205932_s_at C5.Up
207086_x_at C5.Up
242276_at C5.Up
235048_at C5.Up
207327_at C5.Up
203441_s_at C5.Up
243762_at C5.Up
205728_at C5.Up
234074_at C5.Up
204773_at C5.Up
236423_at C5.Up
220287_at C5.Up
213147_at C5.Up
244640_at C5.Up
200952_s_at C5.Up
241803_s_at C5.Up
226824_at C5.Up
223977_s_at C5.Up
207705_s_at C5.Up
227996_at C5.Up
221397_at C5.Up
1558411_at C5.Up
235183_at C5.Up
221958_s_at C5.Up
211259_s_at C5.Up
226433_at C5.Up
233786_at C5.Up
213791_at C5.Up
229546_at C5.Up
203238_s_at C5.Up
238649_at C5.Up
205358_at C5.Up
215692_s_at C5.Up
211071_s_at C5.Up
216086_at C5.Up
1564139_at C5.Up
206400_at C5.Up
209905_at C5.Up
239443_at C5.Up
219683_at C5.Up
228737_at C5.Up
1556989_at C5.Up
209839_at C5.Up
232113_at C5.Up
229128_s_at C5.Up
215029_at C5.Up
226677_at C5.Up
219463_at C5.Up
204165_at C5.Up
227120_at C5.Up
1561938_at C5.Up
203999_at C5.Up
205625_s_at C5.Up
203417_at C5.Up
205031_at C5.Up
207219_at C5.Up
230130_at C5.Up
217561_at C5.Up
213486_at C5.Up
242309_at C5.Up
203819_s_at C5.Up
209897_s_at C5.Up
220615_s_at C5.Up
222853_at C5.Up
242923_at C5.Up
1569020_at C5.Up
213332_at C5.Up
221795_at C5.Up
1557215_at C5.Up
213622_at C5.Up
236180_at C5.Up
218952_at C5.Up
217767_at C5.Down
235334_at C5.Up
229091_s_at C5.Up
1555216_a_at C5.Up
1555123_at C5.Up
215193_x_at C5.Down
210973_s_at C5.Up
213920_at C5.Up
1554697_at C5.Up
232267_at C5.Up
212671_s_at C5.Down
218847_at C5.Up
223524_s_at C5.Up
235456_at C5.Up
206935_at C5.Up
202833_s_at C5.Down
236521_at C5.Up
221884_at C5.Up
203440_at C5.Up
203304_at C5.Up
204070_at C5.Down
213610_s_at C5.Up
242070_at C5.Up
230022_at C5.Up
214774_x_at C5.Up
212998_x_at C5.Down
229276_at C5.Up
219800_s_at C5.Up
235500_at C5.Up
236163_at C5.Up
209312_x_at C5.Down
205794_s_at C5.Up
234331_s_at C5.Up
1557248_at C5.Up
224339_s_at C5.Up
211990_at C5.Down
206280_at C5.Up
232985_s_at C5.Up
205893_at C5.Up
238853_at C5.Up
208894_at C5.Down
219250_s_at C5.Up
226705_at C5.Up
202966_at C5.Up
236538_at C5.Up
208306_x_at C5.Down
233364_s_at C5.Up
239082_at C5.Up
204450_x_at C5.Up
206345_s_at C5.Up
210982_s_at C5.Down
218032_at C5.Up
240745_at C5.Up
220462_at C5.Up
226676_at C5.Up
209619_at C5.Down
230596_at C5.Up
204529_s_at C5.Up
215306_at C5.Up
235044_at C5.Up
211991_s_at C5.Down
223630_at C5.Up
237198_at C5.Up
232531_at C5.Up
1563649_at C5.Up
202237_at C5.Down
227997_at C5.Up
235762_at C5.Up
203627_at C5.Up
232226_at C5.Up
204646_at C5.Down
242828_at C5.Up
237305_at C5.Up
205186_at C5.Up
207307_at C5.Up
211368_s_at C5.Down
239710_at C5.Up
238375_at C5.Up
205373_at C5.Up
215108_x_at C5.Up
204670_x_at C5.Down
221908_at C5.Up
228018_at C5.Up
225855_at C5.Up
206204_at C5.Up
211429_s_at C5.Down
227499_at C5.Up
235343_at C5.Up
214279_s_at C5.Up
1561280_at C5.Up
202238_s_at C5.Down
236331_at C5.Up
226145_s_at C5.Up
206176_at C5.Up
212732_at C5.Up
217478_s_at C5.Down
209197_at C5.Up
230964_at C5.Up
220326_s_at C5.Up
212768_s_at C5.Up
204446_s_at C5.Down
220167_s_at C5.Up
242452_at C5.Up
203820_s_at C5.Up
235077_at C5.Up
202748_at C5.Down
228347_at C5.Up
229205_at C5.Up
206229_x_at C5.Up
231384_at C5.Up
202803_s_at C5.Down
226258_at C5.Up
236640_at C5.Up
239503_at C5.Up
227241_at C5.Up
227188_at C5.Down
204400_at C5.Up
229778_at C5.Up
239128_at C5.Up
215356_at C5.Up
1567628_at C5.Down
201969_at C5.Up
209363_s_at C5.Up
203883_s_at C5.Up
207663_x_at C5.Up
217995_at C5.Down
244112_x_at C5.Up
235634_at C5.Up
1558139_at C5.Up
241224_x_at C5.Up
213293_s_at C5.Down
228551_at C5.Up
205848_at C5.Up
229400_at C5.Up
211425_x_at C5.Up
212531_at C5.Down
215281_x_at C5.Up
221004_s_at C5.Up
215783_s_at C5.Up
1558820_a_at C5.Up
213537_at C5.Down
232282_at C5.Up
1554614_a_at C5.Up
229183_at C5.Up
1569878_at C5.Up
1555349_a_at C5.Down
230424_at C5.Up
221950_at C5.Up
217073_x_at C5.Up
206376_at C5.Up
204174_at C5.Down
228017_s_at C5.Up
239672_at C5.Up
242881_x_at C5.Up
210394_x_at C5.Up
211654_x_at C5.Down
237064_x_at C5.Up
226611_s_at C5.Up
243367_at C5.Up
235696_at C5.Up
212588_at C5.Down
232398_at C5.Up
219702_at C5.Up
203889_at C5.Up
210503_at C5.Up
222592_s_at C5.Down
237347_at C5.Up
229073_at C5.Up
1555923_a_at C5.Up
240312_at C5.Up
201137_s_at C5.Down
223449_at C5.Up
233518_at C5.Up
222774_s_at C5.Up
208212_s_at C5.Up
218322_s_at C5.Down
233932_at C5.Up
218974_at C5.Up
1570120_at C5.Up
206172_at C5.Up
204279_at C5.Down
210393_at C5.Up
214913_at C5.Up
239951_at C5.Up
206140_at C5.Up
201721_s_at C5.Down
223523_at C5.Up
234394_at C5.Up
206640_x_at C5.Up
231131_at C5.Up
209823_x_at C5.Down
226029_at C5.Up
227498_at C5.Up
33767_at C5.Up
241694_at C5.Up
218963_s_at C5.Down
236468_at C5.Up
226610_at C5.Up
219764_at C5.Up
231773_at C5.Up
202357_s_at C5.Down
236824_at C5.Up
243428_at C5.Up
222008_at C5.Up
222325_at C5.Up
211656_x_at C5.Down
1568838_at C5.Up
230184_at C5.Up
226814_at C5.Up
216471_x_at C5.Up
211742_s_at C5.Down
204424_s_at C5.Up
232303_at C5.Up
204154_at C5.Up
1562828_at C5.Up
212063_at C5.Down
205817_at C5.Up
229700_at C5.Up
207739_s_at C5.Up
231945_at C5.Up
209970_x_at C5.Down
243824_at C5.Up
229921_at C5.Up
226303_at C5.Up
205632_s_at C5.Up
216834_at C5.Down
213880_at C5.Up
231725_at C5.Up
231576_at C5.Up
228821_at C5.Up
219630_at C5.Down
234643_x_at C5.Up
234649_at C5.Up
236828_at C5.Up
234034_at C5.Up
212587_s_at C5.Down
218888_s_at C5.Up
1559266_s_at C5.Up
208235_x_at C5.Up
206803_at C5.Up
210538_s_at C5.Down
205902_at C5.Up
235017_s_at C5.Up
239006_at C5.Up
1557745_at C5.Up
204959_at C5.Down
217897_at C5.Up
1555370_a_at C5.Up
219743_at C5.Up
242856_at C5.Up
226621_at C5.Down
206343_s_at C5.Up
229414_at C5.Up
223869_at C5.Up
210497_x_at C5.Up
205668_at C5.Down
205185_at C5.Up
209198_s_at C5.Up
1556168_s_at C5.Up
1556167_at C5.Up
223502_s_at C5.Down
237491_at C5.Up
226420_at C5.Up
200953_s_at C5.Up
206268_at C5.Up
220330_s_at C5.Down
221245_s_at C5.Up
244040_at C5.Up
222458_s_at C5.Up
1559131_a_at C5.Up
211367_s_at C5.Down
206706_at C5.Up
219740_at C5.Up
242912_at C5.Up
242286_at C5.Up
204774_at C5.Down
224048_at C5.Up
228570_at C5.Up
244744_at C5.Up
226653_at C5.Up
1553589_a_at C5.Down
223582_at C5.Up
209866_s_at C5.Up
213904_at C5.Up
242964_at C5.Up
221872_at C5.Down
214373_at C5.Up
204465_s_at C5.Up
244455_at C5.Up
211674_x_at C5.Up
205992_s_at C5.Down
230961_at C5.Up
206772_at C5.Up
1552578_a_at C5.Up
214058_at C5.Up
211366_x_at C5.Down
238964_at C5.Up
209867_s_at C5.Up
1559450_at C5.Up
204379_s_at C5.Up
242907_at C5.Down
235355_at C5.Up
227952_at C5.Up
236123_at C5.Up
235753_at C5.Up
205269_at C5.Down
242064_at C5.Up
227556_at C5.Up
58780_s_at C5.Up
208596_s_at C5.Up
227038_at C5.Down
241044_x_at C5.Up
242546_at C5.Up
236144_at C5.Up
229782_at C5.Up
203416_at C5.Down
203256_at C5.Up
238323_at C5.Up
230102_at C5.Up
1556325_at C5.Up
217362_x_at C5.Down
225540_at C5.Up
234103_at C5.Up
203706_s_at C5.Up
210546_x_at C5.Up
204205_at C5.Down
211276_at C5.Up
228370_at C5.Up
238815_at C5.Up
215125_s_at C5.Up
227266_s_at C5.Down
228950_s_at C5.Up
216850_at C5.Up
228104_at C5.Up
206552_s_at C5.Up
1554899_s_at C5.Down
213268_at C5.Up
238370_x_at C5.Up
208155_x_at C5.Up
236773_at C5.Up
225328_at C5.Down
213110_s_at C5.Up
222956_at C5.Up
203705_s_at C5.Up
229085_at C5.Up
217022_s_at C5.Down
209362_at C5.Up
231882_at C5.Up
244183_x_at C5.Up
229661_at C5.Up
1405_i_at C5.Down
1557830_at C5.Up
232105_at C5.Up
234082_at C5.Up
206018_at C5.Up
213566_at C5.Down
240746_s_at C5.Up
206857_s_at C5.Up
1562275_at C5.Up
223861_at C5.Up
203561_at C5.Down
235501_at C5.Up
202150_s_at C5.Up
223642_at C5.Up
235874_at C5.Up
203868_s_at C5.Down
208474_at C5.Up
241856_at C5.Up
1557155_a_at C5.Up
1556395_at C5.Up
202902_s_at C5.Down
203295_s_at C5.Up
214157_at C5.Up
208241_at C5.Up
231307_at C5.Up
204655_at C5.Down
213603_s_at C5.Down
232431_at C5.Down
227135_at C5.Down
202430_s_at C5.Down
204416_x_at C5.Down
1566342_at C5.Down
208018_s_at C5.Down
219243_at C5.Down
209626_s_at C5.Down
213733_at C5.Down
210889_s_at C5.Down
1555812_a_at C5.Down
226219_at C5.Down
203708_at C5.Down
209199_s_at C5.Down
206011_at C5.Down
202307_s_at C5.Down
204158_s_at C5.Down
224565_at C5.Down
217436_x_at C5.Down
219684_at C5.Down
213572_s_at C5.Down
220196_at C5.Down
230036_at C5.Down
227475_at C5.Down
207238_s_at C5.Down
232024_at C5.Down
205098_at C5.Down
232843_s_at C5.Down
211528_x_at C5.Down
201743_at C5.Down
201601_x_at C5.Down
211799_x_at C5.Down
205681_at C5.Down
228617_at C5.Down
204232_at C5.Down
223922_x_at C5.Down
209933_s_at C5.Down
203845_at C5.Down
238025_at C5.Down
232617_at C5.Down
226789_at C5.Down
203922_s_at C5.Down
218723_s_at C5.Down
217966_s_at C5.Down
226748_at C5.Down
214211_at C5.Down
235458_at C5.Down
202863_at C5.Down
205328_at C5.Down
223434_at C5.Down
222877_at C5.Down
218589_at C5.Down
210992_x_at C5.Down
210029_at C5.Down
209040_s_at C5.Down
226535_at C5.Down
229391_s_at C5.Down
221581_s_at C5.Down
204220_at C5.Down
202659_at C5.Down
210915_x_at C5.Down
200911_s_at C5.Down
221840_at C5.Down
229635_at C5.Down
209083_at C5.Down
206697_s_at C5.Down
201141_at C5.Down
203473_at C5.Down
209360_s_at C5.Down
216321_s_at C5.Down
209395_at C5.Down
224451_x_at C5.Down
230875_s_at C5.Down
201280_s_at C5.Down
209546_s_at C5.Down
209835_x_at C5.Down
1559063_at C5.Down
219147_s_at C5.Down
202270_at C5.Down
205786_s_at C5.Down
203471_s_at C5.Down
211795_s_at C5.Down
202644_s_at C5.Down
222651_s_at C5.Down
202988_s_at C5.Down
201865_x_at C5.Down
205101_at C5.Down
209386_at C5.Down
225710_at C5.Down
219666_at C5.Down
209949_at C5.Down
203571_s_at C5.Down
205419_at C5.Down
213095_x_at C5.Down
223501_at C5.Down
221651_x_at C5.Down
1555759_a_at C5.Down
220146_at C5.Down
212354_at C5.Down
224356_x_at C5.Down
205729_at C5.Down
230741_at C5.Down
214719_at C5.Down
217523_at C5.Down
204122_at C5.Down
211122_s_at C5.Down
214181_x_at C5.Down
223220_s_at C5.Down
229937_x_at C5.Down
225803_at C5.Down
219209_at C5.Down
213193_x_at C5.Down
204787_at C5.Down
218502_s_at C5.Down
223484_at C5.Down
209448_at C5.Down
206332_s_at C5.Down
205159_at C5.Down
212992_at C5.Down
215223_s_at C5.Down
201954_at C5.Down
227609_at C5.Down
207996_s_at C5.Down
1555728_a_at C5.Down
1552703_s_at C5.Down
204912_at C5.Down
227210_at C5.Down
228234_at C5.Down
204236_at C5.Down
202953_at C5.Down
211911_x_at C5.Down
209387_s_at C5.Down
226576_at C5.Down
209310_s_at C5.Down
201720_s_at C5.Down
224795_x_at C5.Down
223044_at C5.Down
219279_at C5.Down
219836_at C5.Down
206584_at C5.Down
218802_at C5.Down
204858_s_at C5.Down
213624_at C5.Down
209539_at C5.Down
225645_at C5.Down
202901_x_at C5.Down
203973_s_at C5.Down
219332_at C5.Down
229450_at C5.Down
221477_s_at C5.Down
209792_s_at C5.Down
221875_x_at C5.Down
203148_s_at C5.Down
239979_at C5.Down
214329_x_at C5.Down
221671_x_at C5.Down
212543_at C5.Down
214770_at C5.Down
225871_at C5.Down
201288_at C5.Down
232277_at C5.Down
205859_at C5.Down
229625_at C5.Down
227061_at C5.Down
228937_at C5.Down
214022_s_at C5.Down
204846_at C5.Down
225798_at C5.Down
221210_s_at C5.Down
225973_at C5.Down
203939_at C5.Down
210754_s_at C5.Down
223303_at C5.Down
207275_s_at C5.Down
223620_at C5.Down
209906_at C5.Down
209901_x_at C5.Down
224917_at C5.Down
239296_at C5.Down
203052_at C5.Down
221087_s_at C5.Down
238327_at C5.Down
213416_at C5.Down
216250_s_at C5.Down
205270_s_at C5.Down
222150_s_at C5.Down
213142_x_at C5.Down
204103_at C5.Down
226757_at C5.Down
221698_s_at C5.Down
225502_at C5.Down
33304_at C5.Down
214428_x_at C5.Down
229041_s_at C5.Down
213975_s_at C5.Down
1552701_a_at C5.Down
201963_at C5.Down
205979_at C5.Down
212067_s_at C5.Down
210895_s_at C5.Down
205831_at C5.Down
213988_s_at C5.Down
226603_at C5.Down
224916_at C5.Down
202688_at C5.Down
230550_at C5.Down
205798_at C5.Down
210163_at C5.Down
221563_at C5.Down
1555852_at C5.Down
215121_x_at C5.Down
226474_at C5.Down
204192_at C5.Down
228152_s_at C5.Down
229723_at C5.Down
201859_at C5.Down
204118_at C5.Down
204923_at C5.Down
229367_s_at C5.Down
202625_at C5.Down
219607_s_at C5.Down
228726_at C5.Down
204489_s_at C5.Down
210972_x_at C5.Down
203923_s_at C5.Down
218451_at C5.Down
1555229_a_at C5.Down
1552316_a_at C5.Down
210004_at C5.Down
227253_at C5.Down
225033_at C5.Down
201858_s_at C5.Down
203233_at C5.Down
204537_s_at C5.Down
214677_x_at C5.Down
216841_s_at C5.Down
212646_at C5.Down
204204_at C5.Down
211644_x_at C5.Down
202687_s_at C5.Down
218870_at C5.Down
204254_s_at C5.Down
224189_x_at C5.Down
228869_at C5.Down
229390_at C5.Down
212268_at C5.Down
226878_at C5.Down
221760_at C5.Down
238668_at C5.Down
241869_at C5.Down
215379_x_at C5.Down
216526_x_at C5.Down
209795_at C5.Down
232360_at C5.Down
206392_s_at C5.Down
239587_at C5.Down
217388_s_at C5.Down
225102_at C5.Down
204971_at C5.Down
211671_s_at C5.Down
223278_at C5.Down
203083_at C5.Down
217867_x_at C5.Down
234764_x_at C5.Down
230925_at C5.Down
208747_s_at C5.Down
206271_at C5.Down
225415_at C5.Down
219890_at C5.Down
223280_x_at C5.Down
210397_at C5.Down
208965_s_at C5.Down
202643_s_at C5.Down
230966_at C5.Down
225353_s_at C5.Down
207375_s_at C5.Down
226804_at C5.Down
211026_s_at C5.Down
214836_x_at C5.Down
203236_s_at C5.Down
205286_at C5.Down
239294_at C5.Down
225931_s_at C5.Down
219574_at C5.Down
227001_at C5.Down
204924_at C5.Down
201866_s_at C5.Down
220532_s_at C5.Down
205291_at C5.Down
226525_at C5.Down
223322_at C5.Down
214459_x_at C5.Down
203963_at C5.Down
201278_at C5.Down
223343_at C5.Down
226841_at C5.Down
203021_at C5.Down
204116_at C5.Down
227140_at C5.Down
209140_x_at C5.Down
210176_at C5.Down
204834_at C5.Down
201422_at C5.Down
206631_at C5.Down
227265_at C5.Down
203028_s_at C5.Down
206715_at C5.Down
207180_s_at C5.Down
242814_at C5.Down
204698_at C5.Down
212592_at C5.Down
214669_x_at C5.Down
202510_s_at C5.Down
211668_s_at C5.Down
226099_at C5.Down
202771_at C5.Down
223551_at C5.Down
225171_at C5.Down
241981_at C5.Down
226218_at C5.Down
214467_at C5.Down
209230_s_at C5.Down
204780_s_at C5.Down
204438_at C5.Down
214511_x_at C5.Down
219850_s_at C5.Down
224840_at C5.Down
215176_x_at C5.Down
225929_s_at C5.Down
228532_at C5.Down
215034_s_at C5.Down
208451_s_at C5.Down
209515_s_at C5.Down
205114_s_at C5.Down
219386_s_at C5.Down
241762_at C5.Down
205890_s_at C5.Down
239381_at C5.Down
1559425_at C5.Down
221666_s_at C5.Down
219777_at C5.Down
204806_x_at C5.Down
235924_at C5.Down
1555638_a_at C5.Down
204533_at C5.Down
216950_s_at C5.Down
210592_s_at C5.Down
235766_x_at C5.Down
204908_s_at C5.Down
207847_s_at C5.Down
202531_at C5.Down
205579_at C5.Down
210218_s_at C5.Down
205988_at C5.Down
216598_s_at C5.Down
211395_x_at C5.Down
203915_at C5.Down
209606_at C5.Down
224856_at C5.Down
230391_at C5.Down
202411_at C5.Down
208812_x_at C5.Down
209692_at C5.Down
232361_s_at C5.Down
209732_at C5.Down
226810_at C5.Down
200905_x_at C5.Down
227761_at C5.Down
221978_at C5.Down
211796_s_at C5.Down
212014_x_at C5.Down
224566_at C5.Down
202897_at C5.Down
210260_s_at C5.Down
215049_x_at C5.Down
227346_at C5.Down
211695_x_at C5.Down
219725_at C5.Down
222858_s_at C5.Down
203104_at C5.Down
208470_s_at C5.Down
1558034_s_at C5.Down
205382_s_at C5.Down
219892_at C5.Down
217967_s_at C5.Down
217728_at C5.Down
210644_s_at C5.Down
214657_s_at C5.Down
202283_at C5.Down
218232_at C5.Down
203828_s_at C5.Down
200878_at C5.Down
208829_at C5.Down
215867_x_at C5.Down
205488_at C5.Down
208949_s_at C5.Down
229968_at C5.Down
223344_s_at C5.Down
240304_s_at C5.Down
226818_at C5.Down
204124_at C5.Down
203320_at C5.Down
204006_s_at C5.Down
208296_x_at C5.Down
238725_at C5.Down
227480_at C5.Down
219716_at C5.Down
202269_x_at C5.Down
207419_s_at C5.Down
224414_s_at C5.Down
200904_at C5.Down
203455_s_at C5.Down
242945_at C5.Down
203760_s_at C5.Down
202626_s_at C5.Down
227051_at C5.Down
203761_at C5.Down
220979_s_at C5.Down
209335_at C5.Down
226302_at C5.Down
213693_s_at C5.Down
204057_at C5.Down
203180_at C5.Down
205552_s_at C5.Down
204490_s_at C5.Down
1557116_at C5.Down
36711_at C5.Down
209348_s_at C5.Down
206082_at C5.Down
209138_x_at C5.Down
209396_s_at C5.Down
211529_x_at C5.Down
205476_at C5.Down
203603_s_at C5.Down
205898_at C5.Down
213160_at C5.Down
206391_at C5.Down
227725_at C5.Down
205099_s_at C5.Down
211430_s_at C5.Down
218627_at C5.Down
1555756_a_at C5.Down
212353_at C5.Down
205174_s_at C5.Down
203645_s_at C5.Down
208966_x_at C5.Down
202068_s_at C5.Down
206295_at C5.Down
205778_at C5.Down
208729_x_at C5.Down
230422_at C5.Down
225579_at C5.Down
222446_s_at C5.Down
208436_s_at C5.Down
205470_s_at C5.Down
214164_x_at C5.Down
217933_s_at C5.Down
228167_at C5.Down
211719_x_at C5.Down
205780_at C5.Down
203508_at C5.Down
210133_at C5.Down
205821_at C5.Down
242946_at C5.Down
201621_at C5.Down
227856_at C5.Down
225034_at C5.Down
205943_at C5.Down
219471_at C5.Down
203234_at C5.Down
212657_s_at C5.Down
203185_at C5.Down
206439_at C5.Down
204337_at C5.Down
228531_at C5.Down
202638_s_at C5.Down
201348_at C5.Down
205580_s_at C5.Down
208498_s_at C5.Down
37005_at C5.Down
230563_at C5.Down
218729_at C5.Down
227458_at C5.Down
203878_s_at C5.Down
223748_at C5.Down
208981_at C5.Down
244579_at C5.Down
217428_s_at C5.Down
207057_at C5.Down
204527_at C5.Down
203665_at C5.Down
205639_at C5.Down
220005_at C5.Down
33322_i_at C5.Down
1555745_a_at C5.Down
215946_x_at C5.Down
229479_at C5.Down
225664_at C5.Down
205267_at C5.Down
203767_s_at C5.Down
205242_at C5.Down
244548_at C5.Down
1557527_at C5.Down
210809_s_at C5.Down
225239_at C5.Down
211896_s_at C5.Down
214777_at C5.Down
210942_s_at C5.Down
204951_at C5.Down
204197_s_at C5.Down
203305_at C5.Down
221019_s_at C5.Down
219938_s_at C5.Down
226047_at C5.Down
204567_s_at C5.Down
219014_at C5.Down
219367_s_at C5.Down
208982_at C5.Down
213006_at C5.Down
206134_at C5.Down
227889_at C5.Down
216252_x_at C5.Down
216207_x_at C5.Down
236295_s_at C5.Down
214366_s_at C5.Down
222838_at C5.Down
202481_at C5.Down
233690_at C5.Down
205285_s_at C5.Down
209498_at C5.Down
228964_at C5.Down
213462_at C5.Down
216984_x_at C5.Down
204942_s_at C5.Down
212344_at C5.Down
216491_x_at C5.Down
226142_at C5.Down
232318_s_at C5.Down
241473_at C5.Down
205479_s_at C5.Down
218764_at C5.Down
217762_s_at C5.Down
224341_x_at C5.Down
211881_x_at C5.Down
209627_s_at C5.Down
223553_s_at C5.Down
211902_x_at C5.Down
220088_at C5.Down
202435_s_at C5.Down
242397_at C5.Down
217148_x_at C5.Down
229554_at C5.Down
202637_s_at C5.Down
205941_s_at C5.Down
241763_s_at C5.Down
203323_at C5.Down
204638_at C5.Down
227399_at C5.Down
203876_s_at C5.Down
235299_at C5.Down
230482_at C5.Down
205495_s_at C5.Down
234366_x_at C5.Down
209613_s_at C5.Down
213982_s_at C5.Down
225987_at C5.Down
219476_at C5.Down
215446_s_at C5.Down
226506_at C5.Down
213831_at C5.Down
207085_x_at C5.Down
230836_at C5.Down
242943_at C5.Down
201109_s_at C5.Down
203042_at C5.Down
214255_at C5.Down
211637_x_at C5.Down
227235_at C5.Down
235735_at C5.Down
215719_x_at C5.Down
1553132_a_at C5.Down
205666_at C5.Down
226147_s_at C5.Down
222450_at C5.Down
231769_at C5.Down
226982_at C5.Down
244352_at C5.Down
231779_at C5.Down
208153_s_at C5.Down
213524_s_at C5.Down
232701_at C5.Down
211643_x_at C5.Down
228195_at C5.Down
204508_s_at C5.Down
225345_s_at C5.Down
206710_s_at C5.Down
219691_at C5.Down
213446_s_at C5.Down
203980_at C5.Down
209728_at C5.Down
222859_s_at C5.Down
205686_s_at C5.Down
217371_s_at C5.Down
215033_at C5.Down
202957_at C5.Down
228955_at C5.Down
206420_at C5.Down
234151_at C5.Down
219232_s_at C5.Down
206991_s_at C5.Down
201170_s_at C5.Down
231181_at C5.Down
222847_s_at C5.Down
203726_s_at C5.Down
229560_at C5.Down
243271_at C5.Down
216920_s_at C5.Down
213355_at C5.Down
205306_x_at C5.Down
241891_at C5.Down
212473_s_at C5.Down
206060_s_at C5.Down
226136_at C5.Down
